SECTOR,SUBSECTOR,CATEGORY,SUBCATEGORY1,STATE,GHG,Y2021
Agriculture,Agricultural Soil Management,Direct,Cropland,DC,N2O,0.000105585
Agriculture,Agricultural Soil Management,Direct,Grassland,DC,N2O,0.001215625
Agriculture,Agricultural Soil Management,Indirect,Cropland,FL,N2O,0.165265206
Agriculture,Agricultural Soil Management,Indirect,Grassland,FL,N2O,0.235728828
Agriculture,Agricultural Soil Management,Direct,Cropland,FL,N2O,1.872646874
Agriculture,Agricultural Soil Management,Direct,Grassland,FL,N2O,1.802796194
Agriculture,Agricultural Soil Management,Indirect,Cropland,GA,N2O,0.329009358
Agriculture,Agricultural Soil Management,Indirect,Grassland,GA,N2O,0.117504748
Agriculture,Agricultural Soil Management,Direct,Cropland,GA,N2O,1.389980698
Agriculture,Agricultural Soil Management,Direct,Grassland,GA,N2O,0.60766907
Agriculture,Agricultural Soil Management,Indirect,Cropland,HI,N2O,0.002490224
Agriculture,Agricultural Soil Management,Indirect,Grassland,HI,N2O,0.013004197
Agriculture,Agricultural Soil Management,Direct,Cropland,HI,N2O,0.008751336
Agriculture,Agricultural Soil Management,Direct,Grassland,HI,N2O,0.055392238
Agriculture,Agricultural Soil Management,Indirect,Cropland,ID,N2O,0.332256575
Agriculture,Agricultural Soil Management,Indirect,Grassland,ID,N2O,0.072833718
Agriculture,Agricultural Soil Management,Direct,Cropland,ID,N2O,3.114755094
Agriculture,Agricultural Soil Management,Direct,Grassland,ID,N2O,1.354533751
Agriculture,Agricultural Soil Management,Indirect,Cropland,IL,N2O,1.838335022
Agriculture,Agricultural Soil Management,Indirect,Grassland,IL,N2O,0.086961838
Agriculture,Agricultural Soil Management,Direct,Cropland,IL,N2O,13.70570481
Agriculture,Agricultural Soil Management,Direct,Grassland,IL,N2O,0.796699157
Agriculture,Agricultural Soil Management,Indirect,Cropland,IN,N2O,1.08593039
Agriculture,Agricultural Soil Management,Indirect,Grassland,IN,N2O,0.061071479
Agriculture,Agricultural Soil Management,Direct,Cropland,IN,N2O,7.123378386
Agriculture,Agricultural Soil Management,Direct,Grassland,IN,N2O,0.514256615
Agriculture,Agricultural Soil Management,Indirect,Cropland,IA,N2O,2.219889877
Agriculture,Agricultural Soil Management,Indirect,Grassland,IA,N2O,0.156817075
Agriculture,Agricultural Soil Management,Direct,Cropland,IA,N2O,16.86839182
Agriculture,Agricultural Soil Management,Direct,Grassland,IA,N2O,1.694107093
Agriculture,Agricultural Soil Management,Indirect,Cropland,KS,N2O,1.07474156
Agriculture,Agricultural Soil Management,Indirect,Grassland,KS,N2O,0.305801223
Agriculture,Agricultural Soil Management,Direct,Cropland,KS,N2O,12.38924349
Agriculture,Agricultural Soil Management,Direct,Grassland,KS,N2O,4.057967147
Agriculture,Agricultural Soil Management,Indirect,Cropland,KY,N2O,0.404828141
Agriculture,Agricultural Soil Management,Indirect,Grassland,ME,N2O,0.00713023
Agriculture,Agricultural Soil Management,Direct,Cropland,ME,N2O,0.123905347
Agriculture,Agricultural Soil Management,Direct,Grassland,ME,N2O,0.045939332
Agriculture,Agricultural Soil Management,Indirect,Cropland,MD,N2O,0.090944031
Agriculture,Agricultural Soil Management,Indirect,Grassland,MD,N2O,0.021873573
Agriculture,Agricultural Soil Management,Direct,Cropland,MD,N2O,0.556315844
Agriculture,Agricultural Soil Management,Direct,Grassland,MD,N2O,0.126336035
Agriculture,Agricultural Soil Management,Indirect,Cropland,MA,N2O,0.015497597
Agriculture,Agricultural Soil Management,Indirect,Grassland,MA,N2O,0.009201921
Agriculture,Agricultural Soil Management,Direct,Cropland,MA,N2O,0.08295542
Agriculture,Agricultural Soil Management,Direct,Grassland,MA,N2O,0.038285615
Agriculture,Agricultural Soil Management,Indirect,Cropland,MI,N2O,0.601114378
Agriculture,Agricultural Soil Management,Indirect,Grassland,MI,N2O,0.088016995
Agriculture,Agricultural Soil Management,Direct,Cropland,MI,N2O,3.483200926
Agriculture,Agricultural Soil Management,Direct,Grassland,MI,N2O,0.725066368
Agriculture,Agricultural Soil Management,Indirect,Cropland,MN,N2O,1.409018254
Agriculture,Agricultural Soil Management,Indirect,Grassland,MN,N2O,0.127104412
Agriculture,Agricultural Soil Management,Direct,Cropland,MN,N2O,11.71858399
Agriculture,Agricultural Soil Management,Direct,Grassland,MN,N2O,1.826214682
Agriculture,Agricultural Soil Management,Indirect,Cropland,MS,N2O,0.394680405
Agriculture,Agricultural Soil Management,Indirect,Cropland,AL,N2O,0.227552807
Agriculture,Agricultural Soil Management,Indirect,Grassland,AL,N2O,0.130057136
Agriculture,Agricultural Soil Management,Direct,Cropland,AL,N2O,1.059128617
Agriculture,Agricultural Soil Management,Direct,Grassland,AL,N2O,0.823377669
Agriculture,Agricultural Soil Management,Indirect,Cropland,AK,N2O,0.000138725
Agriculture,Agricultural Soil Management,Indirect,Grassland,AK,N2O,0.002233226
Agriculture,Agricultural Soil Management,Direct,Cropland,AK,N2O,0.0002958
Agriculture,Agricultural Soil Management,Direct,Grassland,AK,N2O,0.008812362
Agriculture,Agricultural Soil Management,Indirect,Cropland,AZ,N2O,0.136352967
Agriculture,Agricultural Soil Management,Indirect,Grassland,AZ,N2O,0.131746318
Agriculture,Agricultural Soil Management,Direct,Cropland,AZ,N2O,0.577830143
Agriculture,Agricultural Soil Management,Direct,Grassland,AZ,N2O,3.170062465
Agriculture,Agricultural Soil Management,Indirect,Cropland,AR,N2O,0.643532799
Agriculture,Agricultural Soil Management,Indirect,Grassland,AR,N2O,0.176277674
Agriculture,Agricultural Soil Management,Direct,Cropland,AR,N2O,3.582508593
Agriculture,Agricultural Soil Management,Direct,Grassland,AR,N2O,1.073658931
Agriculture,Agricultural Soil Management,Indirect,Cropland,CA,N2O,1.037189259
Agriculture,Agricultural Soil Management,Indirect,Grassland,CA,N2O,0.173275629
Agriculture,Agricultural Soil Management,Direct,Cropland,CA,N2O,4.33822804
Agriculture,Agricultural Soil Management,Direct,Grassland,CA,N2O,2.504656252
Agriculture,Agricultural Soil Management,Indirect,Cropland,CO,N2O,0.174493588
Agriculture,Agricultural Soil Management,Indirect,Grassland,CO,N2O,0.165857557
Agriculture,Agricultural Soil Management,Direct,Cropland,CO,N2O,3.093952469
Agriculture,Agricultural Soil Management,Direct,Grassland,CO,N2O,3.398472462
Agriculture,Agricultural Soil Management,Indirect,Cropland,CT,N2O,0.01355108
Agriculture,Agricultural Soil Management,Indirect,Grassland,CT,N2O,0.00570114
Agriculture,Agricultural Soil Management,Direct,Cropland,CT,N2O,0.062021605
Agriculture,Agricultural Soil Management,Direct,Grassland,CT,N2O,0.022691055
Agriculture,Agricultural Soil Management,Indirect,Cropland,DE,N2O,0.045610748
Agriculture,Agricultural Soil Management,Indirect,Grassland,DE,N2O,0.002777653
Agriculture,Agricultural Soil Management,Direct,Cropland,DE,N2O,0.204112392
Agriculture,Agricultural Soil Management,Direct,Grassland,DE,N2O,0.015174939
Agriculture,Agricultural Soil Management,Indirect,Cropland,DC,N2O,5.59392E-05
Agriculture,Agricultural Soil Management,Indirect,Grassland,DC,N2O,0.000529352
Agriculture,Agricultural Soil Management,Indirect,Cropland,SC,N2O,0.150835415
Agriculture,Agricultural Soil Management,Indirect,Grassland,SC,N2O,0.043985651
Agriculture,Agricultural Soil Management,Direct,Cropland,SC,N2O,0.723440008
Agriculture,Agricultural Soil Management,Direct,Grassland,SC,N2O,0.241919895
Agriculture,Agricultural Soil Management,Indirect,Cropland,SD,N2O,0.841075396
Agriculture,Agricultural Soil Management,Indirect,Grassland,SD,N2O,0.198122033
Agriculture,Agricultural Soil Management,Direct,Cropland,SD,N2O,9.424598185
Agriculture,Agricultural Soil Management,Direct,Grassland,SD,N2O,4.40670536
Agriculture,Agricultural Soil Management,Indirect,Cropland,TN,N2O,0.330367443
Agriculture,Agricultural Soil Management,Indirect,Grassland,TN,N2O,0.157145857
Agriculture,Agricultural Soil Management,Direct,Cropland,TN,N2O,1.979791501
Agriculture,Agricultural Soil Management,Direct,Grassland,TN,N2O,1.147121161
Agriculture,Agricultural Soil Management,Indirect,Cropland,TX,N2O,1.06159781
Agriculture,Agricultural Soil Management,Indirect,Grassland,TX,N2O,0.934891672
Agriculture,Agricultural Soil Management,Direct,Cropland,TX,N2O,9.794514082
Agriculture,Agricultural Soil Management,Direct,Grassland,TX,N2O,12.77273796
Agriculture,Agricultural Soil Management,Indirect,Cropland,UT,N2O,0.068842556
Agriculture,Agricultural Soil Management,Indirect,Grassland,UT,N2O,0.08685336
Agriculture,Agricultural Soil Management,Direct,Cropland,UT,N2O,0.710637036
Agriculture,Agricultural Soil Management,Direct,Grassland,UT,N2O,1.218829818
Agriculture,Agricultural Soil Management,Indirect,Cropland,VT,N2O,0.045431573
Agriculture,Agricultural Soil Management,Indirect,Grassland,VT,N2O,0.012689971
Agriculture,Agricultural Soil Management,Direct,Cropland,VT,N2O,0.261413232
Agriculture,Agricultural Soil Management,Direct,Grassland,VT,N2O,0.10004629
Agriculture,Agricultural Soil Management,Indirect,Cropland,VA,N2O,0.187940742
Agriculture,Agricultural Soil Management,Indirect,Grassland,VA,N2O,0.120028869
Agriculture,Agricultural Soil Management,Direct,Cropland,VA,N2O,1.05455385
Agriculture,Agricultural Soil Management,Direct,Grassland,VA,N2O,0.833984543
Agriculture,Agricultural Soil Management,Indirect,Cropland,WA,N2O,0.255385722
Agriculture,Agricultural Soil Management,Indirect,Grassland,WA,N2O,0.062586334
Agriculture,Agricultural Soil Management,Direct,Cropland,WA,N2O,3.047567534
Agriculture,Agricultural Soil Management,Direct,Grassland,WA,N2O,0.959282777
Agriculture,Agricultural Soil Management,Indirect,Cropland,WV,N2O,0.029077965
Agriculture,Agricultural Soil Management,Indirect,Grassland,WV,N2O,0.046968766
Agriculture,Agricultural Soil Management,Direct,Cropland,WV,N2O,0.18929894
Agriculture,Agricultural Soil Management,Direct,Grassland,WV,N2O,0.340033714
Agriculture,Agricultural Soil Management,Indirect,Cropland,WI,N2O,0.764999885
Agriculture,Agricultural Soil Management,Indirect,Grassland,WI,N2O,0.137203851
Agriculture,Agricultural Soil Management,Direct,Cropland,WI,N2O,5.489703642
Agriculture,Agricultural Soil Management,Direct,Grassland,WI,N2O,1.315765189
Agriculture,Agricultural Soil Management,Indirect,Cropland,WY,N2O,0.21366981
Agriculture,Agricultural Soil Management,Indirect,Grassland,WY,N2O,0.150965737
Agriculture,Agricultural Soil Management,Direct,Cropland,WY,N2O,1.301134241
Agriculture,Agricultural Soil Management,Direct,Grassland,WY,N2O,3.632147308
Agriculture,Agricultural Soil Management,Direct,Grassland,AS,N2O,0
Agriculture,Agricultural Soil Management,Direct,Grassland,GU,N2O,0
Agriculture,Agricultural Soil Management,Direct,Grassland,MP,N2O,0
Agriculture,Agricultural Soil Management,Direct,Grassland,PR,N2O,0
Agriculture,Agricultural Soil Management,Direct,Grassland,VI,N2O,0
Agriculture,Agricultural Soil Management,Direct,Grassland,UM,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Cropland,AS,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Cropland,GU,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Cropland,MP,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Cropland,PR,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Cropland,VI,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Cropland,UM,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Grassland,AS,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Grassland,GU,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Grassland,MP,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Grassland,PR,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Grassland,VI,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Grassland,UM,N2O,0
Agriculture,Agricultural Soil Management,Direct,Cropland,AS,N2O,0
Agriculture,Agricultural Soil Management,Direct,Cropland,GU,N2O,0
Agriculture,Agricultural Soil Management,Direct,Cropland,MP,N2O,0
Agriculture,Agricultural Soil Management,Direct,Cropland,PR,N2O,0
Agriculture,Agricultural Soil Management,Indirect,Grassland,KY,N2O,0.181742153
Agriculture,Agricultural Soil Management,Direct,Cropland,KY,N2O,2.62580752
Agriculture,Agricultural Soil Management,Direct,Grassland,KY,N2O,1.546397976
Agriculture,Agricultural Soil Management,Indirect,Cropland,LA,N2O,0.456133033
Agriculture,Agricultural Soil Management,Indirect,Grassland,LA,N2O,0.082754145
Agriculture,Agricultural Soil Management,Direct,Cropland,LA,N2O,2.484467218
Agriculture,Agricultural Soil Management,Direct,Grassland,LA,N2O,0.825833396
Agriculture,Agricultural Soil Management,Indirect,Cropland,ME,N2O,0.022253429
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,ID,CO2,0.443946027
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,IL,CO2,2.336063559
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,IN,CO2,1.734578993
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,KS,CO2,0.703739733
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,KY,CO2,1.213391513
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,LA,CO2,1.198322792
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,MA,CO2,1.391551915
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,MD,CO2,1.383503603
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,ME,CO2,0.350844302
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,MI,CO2,2.374029925
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,MN,CO2,1.284177116
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,MO,CO2,1.755584054
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,MS,CO2,0.970186446
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,MT,CO2,0.295712453
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,NC,CO2,2.677124923
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,ND,CO2,0.225031571
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,NE,CO2,0.498616284
Agriculture,Agricultural Soil Management,Indirect,Grassland,MS,N2O,0.105006351
Agriculture,Agricultural Soil Management,Direct,Cropland,MS,N2O,2.459429289
Agriculture,Agricultural Soil Management,Direct,Grassland,MS,N2O,0.680477128
Agriculture,Agricultural Soil Management,Indirect,Cropland,MO,N2O,1.091396277
Agriculture,Agricultural Soil Management,Indirect,Grassland,MO,N2O,0.32062976
Agriculture,Agricultural Soil Management,Direct,Cropland,MO,N2O,7.484571268
Agriculture,Agricultural Soil Management,Direct,Grassland,MO,N2O,2.669570685
Agriculture,Agricultural Soil Management,Indirect,Cropland,MT,N2O,0.175237769
Agriculture,Agricultural Soil Management,Indirect,Grassland,MT,N2O,0.212951076
Agriculture,Agricultural Soil Management,Direct,Cropland,MT,N2O,5.897699879
Agriculture,Agricultural Soil Management,Direct,Grassland,MT,N2O,6.493826721
Agriculture,Agricultural Soil Management,Indirect,Cropland,NE,N2O,1.313174962
Agriculture,Agricultural Soil Management,Indirect,Grassland,NE,N2O,0.274369559
Agriculture,Agricultural Soil Management,Direct,Cropland,NE,N2O,11.90618602
Agriculture,Agricultural Soil Management,Direct,Grassland,NE,N2O,4.06903478
Agriculture,Agricultural Soil Management,Indirect,Cropland,NV,N2O,0.017986232
Agriculture,Agricultural Soil Management,Indirect,Grassland,NV,N2O,0.042322221
Agriculture,Agricultural Soil Management,Direct,Cropland,NV,N2O,0.234679664
Agriculture,Agricultural Soil Management,Direct,Grassland,NV,N2O,0.904095431
Agriculture,Agricultural Soil Management,Indirect,Cropland,NH,N2O,0.006345145
Agriculture,Agricultural Soil Management,Indirect,Grassland,NH,N2O,0.004227827
Agriculture,Agricultural Soil Management,Direct,Cropland,NH,N2O,0.037994945
Agriculture,Agricultural Soil Management,Direct,Grassland,NH,N2O,0.026473492
Agriculture,Agricultural Soil Management,Indirect,Cropland,NJ,N2O,0.034167509
Agriculture,Agricultural Soil Management,Indirect,Grassland,NJ,N2O,0.011633819
Agriculture,Agricultural Soil Management,Direct,Cropland,NJ,N2O,0.160093071
Agriculture,Agricultural Soil Management,Direct,Grassland,NJ,N2O,0.045901561
Agriculture,Agricultural Soil Management,Indirect,Cropland,NM,N2O,0.10160629
Agriculture,Agricultural Soil Management,Indirect,Grassland,NM,N2O,0.181054683
Agriculture,Agricultural Soil Management,Direct,Cropland,NM,N2O,0.639310341
Agriculture,Agricultural Soil Management,Direct,Grassland,NM,N2O,4.296143979
Agriculture,Agricultural Soil Management,Indirect,Cropland,NY,N2O,0.254754195
Agriculture,Agricultural Soil Management,Indirect,Grassland,NY,N2O,0.10918356
Agriculture,Agricultural Soil Management,Direct,Cropland,NY,N2O,1.866214357
Agriculture,Agricultural Soil Management,Direct,Grassland,NY,N2O,0.759283099
Agriculture,Agricultural Soil Management,Indirect,Cropland,NC,N2O,0.534254268
Agriculture,Agricultural Soil Management,Indirect,Grassland,NC,N2O,0.083334786
Agriculture,Agricultural Soil Management,Direct,Cropland,NC,N2O,2.223994849
Agriculture,Agricultural Soil Management,Direct,Grassland,NC,N2O,0.464164638
Agriculture,Agricultural Soil Management,Indirect,Cropland,ND,N2O,0.771367133
Agriculture,Agricultural Soil Management,Indirect,Grassland,ND,N2O,0.095615689
Agriculture,Agricultural Soil Management,Direct,Cropland,ND,N2O,11.45613808
Agriculture,Agricultural Soil Management,Direct,Grassland,ND,N2O,2.211197265
Agriculture,Agricultural Soil Management,Indirect,Cropland,OH,N2O,0.914709211
Agriculture,Agricultural Soil Management,Indirect,Grassland,OH,N2O,0.087491408
Agriculture,Agricultural Soil Management,Direct,Cropland,OH,N2O,5.536513516
Agriculture,Agricultural Soil Management,Direct,Grassland,OH,N2O,0.644374568
Agriculture,Agricultural Soil Management,Indirect,Cropland,OK,N2O,0.410033117
Agriculture,Agricultural Soil Management,Indirect,Grassland,OK,N2O,0.44385971
Agriculture,Agricultural Soil Management,Direct,Cropland,OK,N2O,3.578478694
Agriculture,Agricultural Soil Management,Direct,Grassland,OK,N2O,3.87612904
Agriculture,Agricultural Soil Management,Indirect,Cropland,OR,N2O,0.243046982
Agriculture,Agricultural Soil Management,Indirect,Grassland,OR,N2O,0.129252716
Agriculture,Agricultural Soil Management,Direct,Cropland,OR,N2O,1.695567691
Agriculture,Agricultural Soil Management,Direct,Grassland,OR,N2O,1.448246268
Agriculture,Agricultural Soil Management,Indirect,Cropland,PA,N2O,0.284515696
Agriculture,Agricultural Soil Management,Indirect,Grassland,PA,N2O,0.092379651
Agriculture,Agricultural Soil Management,Direct,Cropland,PA,N2O,1.896751395
Agriculture,Agricultural Soil Management,Direct,Grassland,PA,N2O,0.57926722
Agriculture,Agricultural Soil Management,Indirect,Cropland,RI,N2O,0.002099997
Agriculture,Agricultural Soil Management,Indirect,Grassland,RI,N2O,0.001692905
Agriculture,Agricultural Soil Management,Direct,Cropland,RI,N2O,0.009709645
Agriculture,Agricultural Soil Management,Direct,Grassland,RI,N2O,0.007510892
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,IN,CO2,0.030727351
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,KS,CO2,0.027118516
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,KY,CO2,0.016292013
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,LA,CO2,0.022655119
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,MA,CO2,0.022864149
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,MD,CO2,0.016550226
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,ME,CO2,0.006424586
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,MI,CO2,0.045316387
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,MN,CO2,0.035946943
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,MO,CO2,0.027370581
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,MS,CO2,0.011023237
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,MT,CO2,0.009719876
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,NC,CO2,0.037674511
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,ND,CO2,0.009799799
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,NE,CO2,0.018154835
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,NH,CO2,0.005299515
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,NJ,CO2,0.038080274
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,NM,CO2,0.015486634
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,NV,CO2,0.012892208
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,NY,CO2,0.082412992
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,OH,CO2,0.046091026
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,OK,CO2,0.026270102
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,OR,CO2,0.018474528
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,PA,CO2,0.043724073
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,RI,CO2,0.003584243
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,SC,CO2,0.017810551
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,SD,CO2,0.007426699
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,TN,CO2,0.033721392
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,TX,CO2,0.10884294
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,UT,CO2,0.012424965
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,VA,CO2,0.021898924
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,VT,CO2,0.002606722
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,WA,CO2,0.028747717
Energy-Excluded,Memo Items,Biomass--CO2,Industrial,WI,CO2,0.028778457
Agriculture,Agricultural Soil Management,Direct,Cropland,VI,N2O,0
Agriculture,Agricultural Soil Management,Direct,Cropland,UM,N2O,0
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,AK,CO2,0.136517683
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,AL,CO2,1.797748039
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,AR,CO2,0.829202613
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,AZ,CO2,1.631586683
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,CA,CO2,7.495540962
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,CO,CO2,1.261534545
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,CT,CO2,0.766503935
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,DC,CO2,0.058304488
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,DE,CO2,0.271046835
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,FL,CO2,4.827873114
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,GA,CO2,2.65126759
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,HI,CO2,0.227391013
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,IA,CO2,0.860869333
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,KS,CO2,0.017644966
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,KY,CO2,0.023479486
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,LA,CO2,0.024118885
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,MA,CO2,0.041560965
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,MD,CO2,0.051576174
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,ME,CO2,0.009461882
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,MI,CO2,0.061665159
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,MN,CO2,0.029467708
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,MO,CO2,0.040202241
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,MS,CO2,0.014036048
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,MT,CO2,0.004506537
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,NC,CO2,0.070905711
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,ND,CO2,0.002987963
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,NE,CO2,0.010869791
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,NH,CO2,0.00943729
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,NJ,CO2,0.06430883
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,NM,CO2,0.011552227
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,NV,CO2,0.025428425
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,NY,CO2,0.09067791
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,OH,CO2,0.092676033
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,OK,CO2,0.02608012
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,OR,CO2,0.028053651
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,PA,CO2,0.085243014
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,RI,CO2,0.006123479
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,SC,CO2,0.037958195
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,SD,CO2,0.003848693
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,TN,CO2,0.040823196
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,TX,CO2,0.149195256
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,UT,CO2,0.012800285
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,VA,CO2,0.067807083
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,VT,CO2,0.004119208
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,WA,CO2,0.04642409
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,WI,CO2,0.034613644
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,WV,CO2,0.01093742
Energy-Excluded,Memo Items,Biomass--CO2,Commercial,WY,CO2,0.002791225
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,AK,CO2,0.042501934
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,NH,CO2,0.361900274
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,NJ,CO2,1.953527966
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,NM,CO2,0.571321383
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,NV,CO2,0.656790755
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,NY,CO2,2.882489406
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,OH,CO2,2.61159585
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,OK,CO2,1.037001423
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,OR,CO2,0.828932328
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,PA,CO2,2.539781757
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,RI,CO2,0.194205545
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,SC,CO2,1.502154347
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,SD,CO2,0.273044141
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,TN,CO2,1.884966662
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,TX,CO2,7.984886797
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,UT,CO2,0.682477257
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,VA,CO2,2.234726896
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,VT,CO2,0.153604771
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,WA,CO2,1.416521751
Energy-Excluded,Memo Items,Biomass--CO2,Transportation,WI,CO2,1.374119657
